CustomerID,CustomerName,Age,AgeCategory,Gender,Country,Rating,PurchaseValue,EngagementScore
C0380,Amber Chang,34,Adult,Female,Pakistan,5.0,295.77,78.3
C0381,Mr. Mark Malone,61,Senior,Male,USA,3.2,369.67,74.6
C0382,Shannon Warren,45,Adult,Male,France,4.6,391.83,86.8
C0383,Lawrence Rice,47,Adult,Male,USA,2.3,242.03,33.0
C0384,Kelly Cameron,46,Adult,Male,UK,3.0,207.03,84.2
C0385,Juan Jones,63,Senior,Male,USA,3.1,397.27,100.0
C0386,Angela Dennis,70,Senior,Male,USA,2.9,104.78,56.9
C0387,Cristina Rodriguez,23,Young,Male,India,2.7,302.63,99.1
C0388,David Taylor,52,Senior,Female,UK,4.1,85.6,60.3
C0389,Jennifer Taylor,58,Senior,Male,Canada,3.7,377.85,40.3
C0390,Thomas Thompson,54,Senior,Female,Australia,4.1,219.03,59.5
C0391,Timothy Barber,41,Adult,Female,France,4.3,402.23,83.9
C0392,Zachary Bird,46,Adult,Female,USA,4.0,308.97,49.9
C0393,Ashley Smith,66,Senior,Female,UK,4.3,103.21,54.2
C0394,Krista Doyle,63,Senior,Male,India,3.8,420.96,75.7
C0395,Teresa Davenport,70,Senior,Male,UK,3.0,436.15,65.1
C0396,Kaitlyn Stephens,48,Adult,Female,USA,4.5,355.87,75.5
C0397,Adam Olson,52,Senior,Female,France,3.4,158.61,69.3
C0398,Richard Wilson,50,Senior,Female,India,3.1,213.28,73.6
C0399,Debra Chavez,69,Senior,Female,India,3.7,267.45,57.2
C0400,Amy Johns,38,Adult,Female,USA,3.2,165.55,69.2
C0401,Jonathan Reed,49,Adult,Male,Pakistan,3.5,453.08,48.3
C0402,Douglas Daniel,40,Adult,Male,UK,4.0,267.32,88.2
C0403,Zachary Castaneda,50,Senior,Female,USA,4.0,10.0,53.6
C0404,Heather Roberts,20,Young,Female,Canada,3.2,290.72,85.3
C0405,Jamie Smith,35,Adult,Male,UK,3.5,208.22,60.8
C0406,Shelia Velasquez,42,Adult,Female,UK,4.6,241.01,68.6
C0407,David Sampson,59,Senior,Male,USA,4.1,205.77,56.1
C0408,Tom Molina,48,Adult,Female,Canada,5.0,346.85,46.7
C0409,Chase Christensen,20,Young,Male,India,4.6,384.36,33.6
C0410,Toni Price,57,Senior,Male,Pakistan,4.6,283.97,46.0
C0411,David Hill,63,Senior,Female,India,2.8,209.28,59.2
C0412,Morgan Bell,41,Adult,Male,USA,4.3,245.04,68.8
C0413,Jennifer Glover,67,Senior,Female,Germany,3.8,252.35,83.2
C0414,Nancy Galloway,49,Adult,Female,UK,3.4,153.71,57.0
C0415,Lindsey Clark PhD,64,Senior,Female,USA,3.9,319.47,49.1
C0416,Michele Mendez,39,Adult,Male,Germany,4.5,305.21,39.0
C0417,David Alvarez,40,Adult,Male,Canada,4.2,434.85,73.6
C0418,Tamara Benjamin,19,Young,Male,USA,3.2,400.64,89.9
C0419,Joshua Haas,44,Adult,Female,UK,4.3,167.72,87.8
C0420,Kelly Gregory DDS,59,Senior,Female,USA,3.4,348.44,77.8
C0421,Marcus Murray,19,Young,Female,UK,4.0,135.89,76.5
C0422,Lori Lewis,43,Adult,Female,Canada,3.6,333.51,95.6
C0423,Dustin Phelps,34,Adult,Female,Germany,3.6,188.01,71.0
C0424,Donald Lloyd,57,Senior,Female,Germany,4.3,127.21,76.6
C0425,Lisa Mcdonald,50,Senior,Male,India,3.1,283.61,59.2
C0426,Jennifer Lamb,26,Young,Female,USA,5.0,10.0,40.5
C0427,Steven Patel,60,Senior,Male,Germany,2.5,39.88,52.7
C0428,Barry Burns,65,Senior,Female,Germany,3.4,228.7,64.8
C0429,Candace Smith,56,Senior,Female,France,4.1,259.89,66.1
C0430,Alyssa Mullins,46,Adult,Female,Australia,4.2,205.68,99.7
C0431,Mark Young,59,Senior,Male,India,3.7,60.47,66.5
C0432,Tara Duran,43,Adult,Male,UK,3.8,151.85,86.2
C0433,Beverly Mckee,52,Senior,Male,India,4.1,296.95,57.2
C0434,Jenny Rodriguez,67,Senior,Male,USA,3.6,319.81,59.4
C0435,Elizabeth Watts,42,Adult,Male,USA,4.8,248.05,41.1
C0436,Kathleen Arnold,41,Adult,Female,USA,4.4,388.82,51.6
C0437,Stephanie Parker,30,Adult,Female,UK,4.4,297.69,74.5
C0438,Shawn Wong,24,Young,Male,Germany,3.1,160.31,65.1
C0439,Jessica Wilson,53,Senior,Male,France,3.7,216.34,82.0
C0440,Mary Mcbride,62,Senior,Male,Canada,3.6,81.66,68.3
C0441,Leslie Villa,37,Adult,Female,Germany,3.1,237.02,58.7
C0442,Jeremy Jackson,18,Young,Male,Germany,4.1,383.45,100.0
C0443,Dr. Kayla Chaney,25,Young,Female,USA,3.4,332.23,63.3
C0444,Carolyn Stewart,63,Senior,Male,USA,4.3,418.24,85.9
C0445,Emily Sampson,33,Adult,Female,France,3.1,213.65,57.8
C0446,Matthew Hubbard,31,Adult,Female,Germany,5.0,411.53,77.8
C0447,Tara Briggs,29,Young,Male,India,3.2,226.8,81.7
C0448,Christopher Randall,68,Senior,Female,USA,4.0,426.59,68.8
C0449,Jacob Kennedy,40,Adult,Male,USA,4.4,247.38,22.6
C0450,Julie Smith,32,Adult,Female,Germany,3.4,334.87,65.3
C0451,Melinda Shepherd,45,Adult,Male,UK,4.4,427.01,87.1
C0452,Julia Kidd,51,Senior,Female,USA,2.9,226.79,74.5
C0453,Heather Fuentes,19,Young,Female,Pakistan,4.8,276.21,73.0
C0454,Joseph Gomez,49,Adult,Female,USA,3.8,404.66,34.0
C0455,Daniel Williams,40,Adult,Female,France,3.4,234.04,52.0
C0456,Amanda Hammond,39,Adult,Male,UK,3.6,91.49,72.4
C0457,Thomas Lutz,68,Senior,Male,USA,4.4,507.16,72.4
C0458,James Williams,42,Adult,Male,UK,3.4,193.63,86.9
C0459,Alicia Knox,39,Adult,Male,India,3.3,269.05,62.4
C0460,Brenda Simon,39,Adult,Female,UK,3.6,388.72,72.3
C0461,Melissa Johnson,66,Senior,Male,India,3.0,176.98,65.3
C0462,Sara Torres,69,Senior,Female,USA,5.0,129.06,47.2
C0463,Mary Mitchell,59,Senior,Female,India,3.4,280.45,24.4
C0464,Christina Vasquez,23,Young,Female,UK,4.4,34.83,72.8
C0465,Leah Jones,32,Adult,Male,Pakistan,3.9,215.45,68.1
C0466,Michael Henderson,60,Senior,Female,France,3.1,279.4,53.9
C0467,Ashley Pratt,54,Senior,Female,Canada,3.8,217.61,35.9
C0468,Kathryn Martinez,50,Senior,Male,UK,4.3,64.79,76.3
C0469,Allison Brown,25,Young,Female,USA,3.7,441.3,60.2
C0470,Nicholas Payne,70,Senior,Female,USA,4.6,262.42,75.0
C0471,Christina Lopez,61,Senior,Male,India,4.5,421.74,98.6
C0472,Stephen Miller,61,Senior,Male,France,4.4,218.8,26.5
C0473,Cody Bennett,22,Young,Male,India,3.5,144.4,52.4
C0474,Judith Holland,56,Senior,Male,UK,3.0,282.3,61.2
C0475,Maria Hines,21,Young,Male,UK,3.4,224.11,91.2
C0476,Olivia Thomas,23,Young,Male,USA,3.9,108.67,35.5
C0477,David Hughes,62,Senior,Male,Australia,4.2,426.37,99.8
C0478,Marie Barton,49,Adult,Male,Pakistan,2.3,175.33,67.4
C0479,Christopher Nguyen,69,Senior,Female,Canada,3.8,29.17,63.3
C0480,Nicholas Patel,47,Adult,Female,UK,3.9,409.38,61.4
C0481,Alexandra Taylor,64,Senior,Female,France,3.6,189.48,57.1
C0482,Aaron Jones,52,Senior,Male,Pakistan,4.7,177.06,83.9
C0483,Fred Mitchell,57,Senior,Male,UK,4.1,38.15,45.8
C0484,Travis Gonzalez,69,Senior,Male,India,4.7,458.91,71.2
C0485,Eric Lane,33,Adult,Male,Canada,3.6,95.26,58.1
C0486,Richard Johnson,30,Adult,Male,Canada,4.5,257.01,51.3
C0487,Linda Bell,67,Senior,Female,Pakistan,4.9,359.51,100.0
C0488,Tony Adams,59,Senior,Male,UK,4.7,300.61,72.5
C0489,Kristin Chandler,47,Adult,Female,UK,3.0,242.84,76.0
C0490,Maria Sanders,36,Adult,Female,Australia,3.6,45.8,85.5
C0491,Susan Hubbard,34,Adult,Male,USA,3.6,152.83,39.4
C0492,Patrick Johnson,36,Adult,Male,Pakistan,4.1,272.54,96.5
C0493,Michael Hunt,45,Adult,Female,Pakistan,4.3,155.54,19.8
C0494,Lorraine Richards,43,Adult,Male,Pakistan,3.2,274.4,51.2
C0495,Sheila Jackson,54,Senior,Male,Australia,3.8,331.81,56.7
C0496,Victoria Williams,43,Adult,Female,UK,2.4,365.5,75.5
C0497,Diane Hendrix,70,Senior,Male,UK,4.8,102.86,68.9
C0498,John Mcclain,40,Adult,Female,USA,3.4,513.6,62.0
C0499,Tracey Schneider,26,Young,Female,Germany,3.8,342.1,64.8
C0500,Heather Willis,29,Young,Male,UK,3.6,249.79,47.4
C0501,Jeffrey Morrison,70,Senior,Male,UK,4.6,380.74,38.0
C0502,Sandra Cannon,18,Young,Male,India,1.8,533.85,78.1
C0503,Shawn Mcclain,18,Young,Male,Canada,3.8,77.35,77.5
C0504,Alexandra Guzman,64,Senior,Male,USA,3.7,222.97,93.5
C0505,Lisa Frank,51,Senior,Female,UK,3.5,10.0,50.8
C0506,Jeremy Nguyen,49,Adult,Male,Canada,5.0,273.12,77.5
C0507,Crystal Mayer DDS,65,Senior,Male,USA,3.2,293.85,59.9
C0508,Austin Rodriguez,42,Adult,Female,USA,4.3,245.3,86.4
C0509,William Mcmahon,57,Senior,Female,USA,4.0,171.46,83.4
C0510,Gregory Cannon,62,Senior,Female,France,4.7,10.0,68.8
C0511,Tammy Wells,70,Senior,Male,USA,3.3,294.82,58.9
C0512,Sarah Garza,18,Young,Female,Australia,3.3,424.65,82.3
C0513,Diane Harrison,33,Adult,Female,Germany,4.6,179.08,76.6
C0514,Michelle Nelson,56,Senior,Male,Germany,4.1,302.81,52.7
C0515,Veronica Lucas,22,Young,Male,UK,2.7,61.82,41.1
C0516,Ronald Phillips,39,Adult,Female,Germany,3.4,304.87,59.8
C0517,Valerie Wells,46,Adult,Male,Pakistan,4.1,202.79,92.3
C0518,Alexandra Walker,20,Young,Male,India,4.4,158.51,85.6
C0519,Theresa Richardson,29,Young,Male,India,3.3,158.76,45.0
C0520,Holly Elliott,43,Adult,Male,France,1.8,202.77,44.0
C0521,John Mahoney,33,Adult,Female,Canada,4.2,295.89,87.9
C0522,Rhonda Jimenez,68,Senior,Female,India,2.9,92.54,44.6
C0523,Valerie Edwards,54,Senior,Female,India,2.4,202.35,74.2
C0524,Paula Velez,39,Adult,Male,USA,1.8,245.02,53.9
C0525,Michelle Harris,46,Adult,Male,USA,4.4,118.12,94.1
C0526,David Lamb,31,Adult,Male,USA,3.9,465.6,51.1
C0527,Barbara Henderson,45,Adult,Male,Pakistan,3.6,147.58,85.6
C0528,Cassandra Morris,22,Young,Male,Germany,4.8,169.67,68.3
C0529,Katherine Strickland,64,Senior,Female,Germany,4.2,132.6,69.5
C0530,Paul Pacheco,66,Senior,Male,Canada,4.9,465.82,29.5
C0531,Benjamin Buchanan,47,Adult,Female,Canada,2.8,316.35,25.3
C0532,Mr. Nathaniel Daniels,63,Senior,Male,Canada,3.8,137.61,61.0
C0533,Paul Mcintyre,69,Senior,Male,UK,2.7,382.75,69.4
C0534,Randy Smith,22,Young,Male,Pakistan,3.6,274.08,44.7
C0535,John Miller,29,Young,Female,UK,3.6,280.87,45.4
C0536,Mary Kelley,33,Adult,Female,USA,4.2,208.66,75.1
C0537,Sarah Garcia,43,Adult,Female,USA,3.8,160.07,75.1
C0538,Dean Gutierrez,43,Adult,Male,UK,4.2,290.53,62.5
C0539,Paul Johnson,65,Senior,Male,Germany,4.3,184.59,79.0
C0540,Andrew Scott,38,Adult,Female,India,5.0,468.01,43.9
C0541,Jenna Jones,56,Senior,Male,USA,3.6,97.69,58.6
C0542,Amber Miller,53,Senior,Female,Pakistan,3.1,434.34,94.7
C0543,Jimmy Carter,50,Senior,Male,France,4.0,236.64,66.2
C0544,Joseph Sanchez,47,Adult,Male,UK,3.2,285.89,67.3
C0545,Samantha Allen,54,Senior,Male,Germany,4.8,349.98,100.0
C0546,Rebecca Johnson,40,Adult,Male,UK,3.6,174.37,39.8
C0547,Karen Lopez,27,Young,Female,France,3.4,353.71,79.3
C0548,Patrick Brooks,22,Young,Male,Germany,3.5,10.0,95.0
C0549,Kyle Terry,53,Senior,Male,USA,4.3,163.6,59.2
C0550,Jeffrey Moore,51,Senior,Male,USA,3.7,139.11,80.5
C0551,John Martinez,69,Senior,Male,France,3.4,99.58,47.3
C0552,Kristin York,48,Adult,Female,Canada,5.0,224.21,52.6
C0553,Lisa Hayes,27,Young,Female,UK,3.2,296.29,71.9
C0554,Amanda Perkins,36,Adult,Female,Pakistan,3.8,334.32,79.4
C0555,Timothy Parrish,49,Adult,Female,Pakistan,4.3,278.91,85.2
C0556,Mandy Obrien,18,Young,Male,Canada,2.7,170.12,93.3
C0557,Crystal Brown,22,Young,Female,India,4.1,294.28,63.8
C0558,Gary Pennington,62,Senior,Male,France,3.1,264.91,86.5
C0559,Nathan Russo,21,Young,Male,Pakistan,4.4,362.33,58.8
C0560,Joel Simpson,33,Adult,Female,Canada,3.1,343.23,81.2
C0561,Christine Allen,41,Adult,Male,UK,4.3,253.66,68.7
C0562,Traci Lopez,33,Adult,Female,UK,4.6,142.33,73.0
C0563,Dawn Schmidt,19,Young,Male,USA,4.4,171.65,72.6
C0564,Rebecca Pope,66,Senior,Female,India,4.0,184.03,36.1
C0565,Paige Smith,45,Adult,Female,India,3.6,212.17,44.8
C0566,Jessica Rivera,49,Adult,Female,USA,3.4,282.17,66.8
C0567,Vanessa Chavez,44,Adult,Female,France,4.8,335.82,34.6
C0568,Brian Hoffman,37,Adult,Female,Germany,3.3,243.87,80.0
C0569,Andrew Sullivan,41,Adult,Male,USA,3.1,251.93,80.7
C0570,Dr. Sonia Jensen DDS,29,Young,Male,Australia,4.3,267.2,70.9
C0571,Martha Harding,67,Senior,Male,USA,3.2,188.09,44.8
C0572,Melissa Sharp,52,Senior,Female,USA,3.1,138.95,89.8
C0573,Michael Johnston,50,Senior,Male,France,2.8,39.35,100.0
C0574,Spencer White,50,Senior,Female,Pakistan,3.5,166.58,67.6
C0575,Sarah Elliott,68,Senior,Male,USA,3.7,306.78,74.2
C0576,Brian Kelley DVM,60,Senior,Male,Pakistan,4.0,165.65,68.6
C0577,Michael Meyer,54,Senior,Female,France,4.5,221.46,74.5
C0578,Lindsay Robles,29,Young,Male,USA,4.2,305.97,62.8
C0579,Rebecca Davis,20,Young,Male,USA,3.7,312.48,64.4
C0580,Aaron Frederick,18,Young,Male,France,3.7,120.46,81.3
C0581,David Schultz,50,Senior,Female,UK,4.2,369.65,100.0
C0582,Lisa Smith,57,Senior,Female,Canada,4.7,385.28,39.8
C0583,Darren Taylor,27,Young,Male,India,3.9,114.42,63.1
C0584,Marissa Aguirre,60,Senior,Male,Australia,3.5,151.14,43.8
C0585,Erin Collins,61,Senior,Male,UK,3.1,392.93,93.7
C0586,Allison Robinson,46,Adult,Female,Australia,2.8,232.38,54.4
C0587,Keith Harris,30,Adult,Female,Germany,4.3,10.0,39.0
C0588,Anthony Campbell,29,Young,Male,UK,4.2,82.04,76.5
C0589,Krystal Carney,48,Adult,Male,USA,4.2,220.08,96.4
C0590,Rebecca Cervantes,63,Senior,Male,USA,3.7,110.43,76.9
C0591,Matthew Martin,19,Young,Female,Pakistan,4.8,200.39,68.7
C0592,Misty Petty,68,Senior,Female,Germany,3.5,253.89,72.4
C0593,Megan Smith,67,Senior,Male,UK,4.5,425.47,90.5
C0594,Kenneth Wilkins,52,Senior,Male,France,3.8,215.15,49.3
C0595,Gregory Myers,40,Adult,Male,UK,3.4,378.71,63.0
C0596,Karen Luna,34,Adult,Female,France,4.2,421.45,56.9
C0597,Bryan Kelly,43,Adult,Male,UK,4.1,422.12,44.0
C0598,Troy Horton,25,Young,Female,India,4.0,284.17,59.1
C0599,Cory Clayton,46,Adult,Female,India,3.9,14.41,84.9
C0600,Wesley Peterson,43,Adult,Male,Germany,3.8,305.3,75.2
C0601,Karen Trujillo,27,Young,Male,UK,5.0,375.81,76.6
C0602,Francis Hernandez,43,Adult,Male,UK,4.6,240.27,67.6
C0603,Eric Burke,51,Senior,Female,India,4.3,459.35,74.4
C0604,Jason Smith,68,Senior,Female,UK,3.9,353.18,50.6
C0605,Laura Holt,58,Senior,Female,USA,4.5,318.19,59.4
C0606,Jessica Evans,24,Young,Female,USA,4.2,380.37,68.5
C0607,Mary Stephenson,21,Young,Male,Germany,3.8,290.0,70.0
C0608,Chad Evans,70,Senior,Female,Germany,3.6,10.0,70.8
C0609,Dwayne Jackson,67,Senior,Female,India,3.7,190.1,62.5
C0610,Lisa Bates,62,Senior,Male,UK,1.6,393.66,58.2
C0611,Cathy Anderson,28,Young,Female,UK,3.9,153.09,100.0
C0612,Shawn Davis,46,Adult,Female,India,3.5,223.18,81.3
C0613,Karen Short,53,Senior,Female,India,4.9,124.62,72.4
C0614,Brian Cannon,42,Adult,Female,UK,3.8,464.07,60.8
C0615,Angela Harris,38,Adult,Female,Germany,3.0,451.78,56.9
C0616,Joseph Daniels,53,Senior,Female,UK,3.8,143.94,62.6
C0617,Anthony Morales,27,Young,Male,Canada,3.1,267.68,70.3
C0618,Tracy Bailey,54,Senior,Male,USA,4.1,168.34,31.2
C0619,Joanna Johnson,26,Young,Female,Canada,4.0,323.79,36.8
C0620,Lindsay Stephens,41,Adult,Male,Pakistan,4.5,311.16,53.5
C0621,Jason Mitchell,52,Senior,Male,France,3.2,347.4,68.7
C0622,Dominic Bond,66,Senior,Male,USA,3.8,289.83,60.7
C0623,Renee Jimenez,52,Senior,Male,Germany,2.8,602.25,91.6
C0624,Joseph Morales,65,Senior,Female,Germany,4.3,126.65,38.3
C0625,David Lindsey,53,Senior,Female,USA,4.2,44.73,51.5
C0626,Nicole Walker,35,Adult,Male,Pakistan,4.1,202.83,92.4
C0627,Ronald Pennington,66,Senior,Male,Australia,3.8,61.84,67.4
C0628,Daniel Haynes,56,Senior,Male,France,4.1,70.9,80.9
C0629,Kristen Glenn,49,Adult,Female,Pakistan,4.9,129.84,100.0
C0630,Pamela Haas,41,Adult,Female,USA,3.6,139.34,52.5
C0631,Tina Rodriguez,40,Adult,Male,Germany,3.9,135.45,63.2
C0632,Brady Braun,49,Adult,Female,USA,3.0,312.19,60.1
C0633,Caitlin Lopez,54,Senior,Female,France,3.2,189.26,29.8
C0634,Luke Martinez,29,Young,Female,Canada,3.9,228.46,59.4
C0635,Brandi Ellis,66,Senior,Female,Pakistan,4.6,357.31,80.9
C0636,Yolanda Townsend,30,Adult,Male,USA,3.6,158.04,74.7
C0637,Ryan Bennett,40,Adult,Female,UK,3.6,218.25,76.1
C0638,Patricia Shaw,42,Adult,Male,France,3.5,293.89,58.2
C0639,Michael Bass,52,Senior,Female,Germany,3.4,17.01,53.2
C0640,Sandra Walton,58,Senior,Female,India,4.0,10.0,87.8
C0641,Joy Brown,47,Adult,Female,India,2.8,291.53,56.0
C0642,Andrew Ferguson,34,Adult,Female,France,4.7,309.04,70.3
C0643,Carolyn Chambers,66,Senior,Male,UK,3.3,497.71,67.9
C0644,Lindsey Noble,37,Adult,Female,UK,4.3,268.97,91.3
C0645,Timothy Perez,65,Senior,Female,USA,2.9,348.37,82.5
C0646,Paige Mccarthy,42,Adult,Female,UK,4.3,226.54,41.7
C0647,Brooke Trevino,39,Adult,Male,Germany,4.3,285.67,43.6
C0648,James Cowan,30,Adult,Male,Pakistan,4.1,450.07,75.4
C0649,Mary Taylor,36,Adult,Male,Pakistan,3.1,10.0,63.8
C0650,Jeanne Young,66,Senior,Female,USA,4.0,299.63,56.8
C0651,Thomas Frazier,53,Senior,Female,UK,3.0,506.27,83.3
C0652,James Garza,29,Young,Male,USA,3.6,283.84,68.4
C0653,Maria Ramirez,58,Senior,Male,USA,4.5,448.07,65.9
C0654,Francisco Doyle,36,Adult,Female,India,4.4,174.49,79.0
C0655,Brandon Smith,29,Young,Female,USA,3.8,246.15,58.2
C0656,Hector Branch,26,Young,Female,Germany,3.1,254.02,93.2
C0657,Brittany Vega,24,Young,Female,USA,4.3,10.0,50.8
C0658,Chad Taylor,45,Adult,Male,Canada,3.8,109.82,76.8
C0659,Kathleen Long,31,Adult,Male,France,2.2,118.37,90.8
C0660,Joseph Allen,48,Adult,Female,UK,4.3,348.65,40.2
C0661,Michael Johnson,69,Senior,Female,Germany,3.8,354.66,58.8
C0662,Terri Grant,36,Adult,Female,Pakistan,4.6,288.88,85.6
C0663,April Barnes,64,Senior,Female,Australia,3.0,348.89,85.8
C0664,Michael Miranda,33,Adult,Female,UK,1.6,230.3,61.9
C0665,Danielle Perez,70,Senior,Male,Canada,4.0,394.23,51.8
C0666,Matthew Wilson,22,Young,Male,Canada,4.0,251.05,82.2
C0667,Christine Huerta,52,Senior,Male,Canada,2.6,256.94,86.3
C0668,Barbara Hicks,29,Young,Male,Pakistan,3.1,218.13,44.0
C0669,Matthew Fox,42,Adult,Female,Pakistan,5.0,332.13,43.3
C0670,William Simon,69,Senior,Female,Germany,3.6,199.46,69.1
C0671,Ricardo Nolan,38,Adult,Male,India,4.3,367.17,76.3
C0672,Holly Larson,53,Senior,Male,France,3.3,114.14,59.6
C0673,Angela Villegas,70,Senior,Female,Pakistan,2.3,118.13,77.2
C0674,Alan Burch,40,Adult,Male,Germany,3.7,332.49,52.2
C0675,Brett Price,33,Adult,Female,Pakistan,3.6,239.37,26.9
C0676,Megan Davis,56,Senior,Female,India,3.5,195.53,57.4
C0677,Megan Fleming,62,Senior,Female,USA,3.7,356.81,66.1
C0678,Alicia Williams,70,Senior,Male,India,4.0,177.13,60.0
C0679,Stephanie Robbins,59,Senior,Male,France,3.7,225.98,44.1
C0680,Carmen Gonzalez,56,Senior,Female,India,2.9,417.91,32.3
C0681,Sandra French,31,Adult,Female,Germany,4.1,434.7,55.7
C0682,William Romero,48,Adult,Male,UK,2.4,438.69,81.2
C0683,Bradley Mueller,22,Young,Female,Canada,2.4,216.14,87.6
C0684,Holly Evans,52,Senior,Male,UK,4.3,397.68,86.4
C0685,Brandon Brown,40,Adult,Female,India,4.2,136.13,50.3
C0686,Bryan Jones,46,Adult,Male,Germany,3.8,141.17,44.2
C0687,Lisa Zimmerman,60,Senior,Female,Germany,2.8,10.0,73.9
C0688,Christopher Rodriguez,28,Young,Male,UK,3.3,450.74,76.4
C0689,David Casey,35,Adult,Male,France,3.6,146.32,72.2
C0690,Samuel Marshall,64,Senior,Male,UK,2.7,234.82,28.7
C0691,Tammy Cruz,29,Young,Male,USA,3.3,140.76,49.4
C0692,David Johnson,26,Young,Female,UK,4.3,333.42,64.5
C0693,Daniel Durham,27,Young,Female,USA,4.8,204.92,73.8
C0694,Shelby Mack,61,Senior,Male,Australia,3.5,93.42,78.8
C0695,Mike King PhD,34,Adult,Male,Australia,4.3,303.0,67.6
C0696,Robert Peterson,55,Senior,Female,UK,2.5,77.95,71.0
C0697,Nicole Ray,24,Young,Female,Pakistan,4.3,149.51,66.5
C0698,Jessica Turner,63,Senior,Female,UK,3.2,10.0,77.3
C0699,Veronica Jackson,30,Adult,Male,Pakistan,4.0,79.13,70.6
C0700,Gary Nichols,57,Senior,Male,India,3.6,271.42,66.2
C0701,Jill Rodriguez,59,Senior,Female,Canada,4.7,14.26,60.2
C0702,Erika Morales,26,Young,Male,Germany,3.2,72.26,66.5
C0703,John Long,67,Senior,Female,India,4.2,249.72,73.7
C0704,James Hunter,44,Adult,Male,UK,3.6,184.77,69.8
C0705,Kimberly Lawrence,19,Young,Female,Australia,3.7,489.04,71.9
C0706,Raymond Lopez,22,Young,Male,USA,3.7,470.07,89.2
C0707,Grace Dunn,46,Adult,Female,France,3.2,145.85,69.8
C0708,William Brown,54,Senior,Male,Pakistan,3.8,316.86,53.3
C0709,Mary Long,55,Senior,Female,Pakistan,3.8,339.91,80.9
C0710,Diana Gibson,36,Adult,Male,USA,4.0,178.3,40.4
C0711,Victoria Best,25,Young,Female,Canada,3.9,70.54,45.5
C0712,Brittany Jones,65,Senior,Female,USA,4.4,248.52,71.0
C0713,Jason Woods,62,Senior,Female,Pakistan,4.4,229.26,74.3
C0714,Wendy Christensen,18,Young,Female,UK,3.1,197.71,42.6
C0715,Angela Patterson,39,Adult,Female,UK,4.4,303.08,58.1
C0716,James Martinez,69,Senior,Female,France,3.0,159.91,54.1
C0717,Andrew Osborne,34,Adult,Male,Germany,4.2,111.76,56.2
C0718,Andre Khan,24,Young,Female,USA,4.2,263.09,82.0
C0719,Jamie Luna,42,Adult,Male,USA,2.5,296.32,77.7
C0720,Ricardo Mercer,62,Senior,Male,Germany,3.9,108.8,64.7
C0721,Michael Duran,21,Young,Male,India,3.5,361.37,55.2
C0722,Paige Baker,53,Senior,Male,Canada,3.3,37.54,40.7
C0723,Matthew Lewis,23,Young,Female,USA,4.7,180.63,90.6
C0724,Julia Johnson,48,Adult,Female,UK,3.3,219.04,75.7
C0725,Janet Mcgrath,36,Adult,Female,USA,3.2,173.65,52.3
C0726,Tammy Mendoza,61,Senior,Male,USA,3.9,182.19,78.0
C0727,Dawn Mitchell,56,Senior,Male,Pakistan,4.3,474.53,63.7
C0728,Renee Harrington,44,Adult,Male,France,3.7,147.89,59.8
C0729,Debra Morris,27,Young,Male,USA,4.6,542.95,72.8
C0730,Tina Lowe,43,Adult,Male,UK,4.2,302.46,51.7
C0731,Mark Lyons,36,Adult,Male,USA,2.3,261.05,58.8
C0732,John Young,56,Senior,Male,India,3.4,307.15,67.2
C0733,Catherine Cruz,20,Young,Female,Australia,3.4,553.59,56.0
C0734,Michael Sanchez,62,Senior,Female,USA,4.1,130.77,77.0
C0735,Ricky Hood,30,Adult,Female,UK,2.0,115.55,98.6
C0736,Zachary Romero,67,Senior,Female,India,5.0,159.42,51.4
C0737,Abigail Grant,45,Adult,Female,Canada,4.2,253.86,35.0
C0738,Randy Wright,37,Adult,Male,Germany,3.9,42.91,29.0
C0739,Heather Thomas,45,Adult,Female,USA,4.6,252.68,62.3
C0740,Jeffrey Gonzales,25,Young,Female,USA,5.0,453.23,53.1
C0741,Shannon Mcdonald,58,Senior,Male,France,4.4,268.17,68.7
C0742,Donna Hays,56,Senior,Male,UK,4.5,214.88,67.4
C0743,Charles Brown,18,Young,Female,USA,3.9,175.82,36.1
C0744,Brenda Robinson,20,Young,Male,France,3.7,357.82,32.3
C0745,Walter Mercado,30,Adult,Female,USA,3.5,150.9,70.3
C0746,Marvin Mason,45,Adult,Female,India,3.2,471.57,67.4
C0747,Cameron Evans,66,Senior,Male,UK,3.3,482.0,57.3
C0748,Mandy Campbell,42,Adult,Male,USA,2.9,280.81,35.2
C0749,Brandi Leonard,50,Senior,Male,France,3.7,248.62,73.5
C0750,Jessica Mcdowell,55,Senior,Male,UK,2.6,373.68,87.9
C0751,Keith Allen,70,Senior,Male,Australia,3.9,381.38,70.0
C0752,Ashley Murphy,23,Young,Female,France,3.8,153.28,49.7
C0753,Benjamin Clark,61,Senior,Male,UK,3.9,186.81,65.8
C0754,Brittany Green,62,Senior,Male,Pakistan,3.4,91.32,40.4
C0755,Edward Stone,49,Adult,Male,UK,5.0,299.09,84.0
C0756,Sharon Haynes,62,Senior,Female,Canada,4.8,330.0,66.5
C0757,James Davis,64,Senior,Male,UK,2.9,88.01,33.2
C0758,Evan Knight,38,Adult,Male,France,4.0,195.38,59.6
C0759,Todd Patrick,33,Adult,Female,USA,3.4,88.33,73.3
C0760,Anthony Ruiz,38,Adult,Female,Germany,3.1,142.14,59.0
C0761,John Perkins,28,Young,Male,India,2.9,316.12,60.0
